"topic";"term";"beta";"top_name"
22;"influenc";0,00922946420893822;"ident, construct, agenc, individu, context"
22;"belong";0,00897388041295089;"ident, construct, agenc, individu, context"
22;"structur";0,00863310201830111;"ident, construct, agenc, individu, context"
23;"art";0,117020296771548;"art, creativ, artist, educ, museum"
23;"creativ";0,116343299629981;"art, creativ, artist, educ, museum"
23;"artist";0,03633226708397;"art, creativ, artist, educ, museum"
23;"educ";0,0308912159832228;"art, creativ, artist, educ, museum"
23;"museum";0,0218395134607816;"art, creativ, artist, educ, museum"
23;"cultur";0,0197082261632539;"art, creativ, artist, educ, museum"
23;"practic";0,0167494979149213;"art, creativ, artist, educ, museum"
23;"develop";0,0147435804584246;"art, creativ, artist, educ, museum"
23;"aesthet";0,0139662874440322;"art, creativ, artist, educ, museum"
23;"drama";0,0120355918921542;"art, creativ, artist, educ, museum"
23;"activ";0,0116845563372672;"art, creativ, artist, educ, museum"
23;"contemporari";0,0112833728459679;"art, creativ, artist, educ, museum"
23;"express";0,0112332249095555;"art, creativ, artist, educ, museum"
23;"project";0,0111329290367307;"art, creativ, artist, educ, museum"
23;"craft";0,011057707132112;"art, creativ, artist, educ, museum"
23;"experi";0,0108069674500499;"art, creativ, artist, educ, museum"
23;"think";0,0103054880859258;"art, creativ, artist, educ, museum"
23;"creat";0,00950312110332712;"art, creativ, artist, educ, museum"
23;"visual";0,00942789919870849;"art, creativ, artist, educ, museum"
23;"danc";0,00812405285198566;"art, creativ, artist, educ, museum"
24;"swedish";0,0366524169998164;"swedish, school, sweden, educ, relat"
24;"school";0,0289568575585851;"swedish, school, sweden, educ, relat"
24;"sweden";0,02723712579831;"swedish, school, sweden, educ, relat"
24;"educ";0,0197817523571171;"swedish, school, sweden, educ, relat"
24;"relat";0,0172261733167082;"swedish, school, sweden, educ, relat"
24;"norwegian";0,0156409457164546;"swedish, school, sweden, educ, relat"
24;"norwai";0,0155640861964423;"swedish, school, sweden, educ, relat"
24;"nation";0,0141806148362209;"swedish, school, sweden, educ, relat"
24;"perspect";0,0120093333958735;"swedish, school, sweden, educ, relat"
24;"aim";0,0112023084357444;"swedish, school, sweden, educ, relat"
24;"focu";0,0110005521957121;"swedish, school, sweden, educ, relat"
24;"danish";0,010712328995666;"swedish, school, sweden, educ, relat"
24;"part";0,010587432275646;"swedish, school, sweden, educ, relat"
24;"project";0,00993412635554149;"swedish, school, sweden, educ, relat"
24;"municip";0,00877162611535549;"swedish, school, sweden, educ, relat"
24;"question";0,00857947731532475;"swedish, school, sweden, educ, relat"
24;"interest";0,00735933243512953;"swedish, school, sweden, educ, relat"
24;"point";0,00732090267512338;"swedish, school, sweden, educ, relat"
24;"denmark";0,00723443571510954;"swedish, school, sweden, educ, relat"
24;"theoret";0,00653309259499733;"swedish, school, sweden, educ, relat"
25;"polici";0,151779228938078;"polici, educ, nation, govern, reform"
25;"educ";0,0757748680321239;"polici, educ, nation, govern, reform"
25;"nation";0,0321822028792053;"polici, educ, nation, govern, reform"
25;"govern";0,024960477042477;"polici, educ, nation, govern, reform"
25;"reform";0,0198618238410638;"polici, educ, nation, govern, reform"
25;"polit";0,0152959880963899;"polici, educ, nation, govern, reform"
25;"actor";0,0138778739422991;"polici, educ, nation, govern, reform"
25;"global";0,0125991120461247;"polici, educ, nation, govern, reform"
25;"process";0,0119597310980375;"polici, educ, nation, govern, reform"
25;"level";0,011017054059191;"polici, educ, nation, govern, reform"
25;"system";0,010041588253776;"polici, educ, nation, govern, reform"
25;"intern";0,00964812305495309;"polici, educ, nation, govern, reform"
25;"state";0,00946778483882593;"polici, educ, nation, govern, reform"
25;"make";0,00896775614865519;"polici, educ, nation, govern, reform"
25;"context";0,00863986848296945;"polici, educ, nation, govern, reform"
25;"implement";0,00829558643399942;"polici, educ, nation, govern, reform"
25;"local";0,008270994859073;"polici, educ, nation, govern, reform"
25;"oecd";0,00803327630145084;"polici, educ, nation, govern, reform"
25;"european";0,00756603637784866;"polici, educ, nation, govern, reform"
25;"influenc";0,00732012062858436;"polici, educ, nation, govern, reform"
26;"right";0,0814163191618999;"right, citizenship, particip, educ, democrat"
26;"citizenship";0,0670895811771102;"right, citizenship, particip, educ, democrat"
26;"particip";0,0491496020045267;"right, citizenship, particip, educ, democrat"
26;"educ";0,0468301851721874;"right, citizenship, particip, educ, democrat"
26;"democrat";0,0343179569541938;"right, citizenship, particip, educ, democrat"
26;"democraci";0,0259396553353355;"right, citizenship, particip, educ, democrat"
26;"citizen";0,0248825061668543;"right, citizenship, particip, educ, democrat"
26;"polit";0,0248193927836614;"right, citizenship, particip, educ, democrat"
26;"civic";0,0235886818113997;"right, citizenship, particip, educ, democrat"
26;"human";0,0205592394181402;"right, citizenship, particip, educ, democrat"
26;"social";0,0165199828937942;"right, citizenship, particip, educ, democrat"
26;"societi";0,0165199828937942;"right, citizenship, particip, educ, democrat"
26;"activ";0,0151472668093485;"right, citizenship, particip, educ, democrat"
26;"school";0,010997561864415;"right, citizenship, particip, educ, democrat"
26;"convent";0,00990885600433734;"right, citizenship, particip, educ, democrat"
26;"nation";0,00840991315350582;"right, citizenship, particip, educ, democrat"
26;"voic";0,00825212969552355;"right, citizenship, particip, educ, democrat"
26;"valu";0,00733698563922642;"right, citizenship, particip, educ, democrat"
26;"respons";0,00727387225603351;"right, citizenship, particip, educ, democrat"
26;"relat";0,0071476454896477;"right, citizenship, particip, educ, democrat"
27;"gender";0,149150110354617;"gender, women, girl, boi, femal"
27;"women";0,0665611545949296;"gender, women, girl, boi, femal"
27;"girl";0,0508711535390749;"gender, women, girl, boi, femal"
27;"boi";0,0444937910641514;"gender, women, girl, boi, femal"
27;"femal";0,0346743422203124;"gender, women, girl, boi, femal"
27;"sexual";0,0289093754797359;"gender, women, girl, boi, femal"
27;"male";0,0286348532539941;"gender, women, girl, boi, femal"
27;"bulli";0,024770424999322;"gender, women, girl, boi, femal"
27;"violenc";0,0235667506249159;"gender, women, girl, boi, femal"
27;"men";0,022827652324842;"gender, women, girl, boi, femal"
27;"equal";0,0149932103440585;"gender, women, girl, boi, femal"
27;"sex";0,0148876248726194;"gender, women, girl, boi, femal"
27;"feminist";0,0125013932180951;"gender, women, girl, boi, femal"
27;"masculin";0,0117411778237333;"gender, women, girl, boi, femal"
27;"stereotyp";0,0106642060150542;"gender, women, girl, boi, femal"
27;"victim";0,00933382907492116;"gender, women, girl, boi, femal"
27;"issu";0,0082990914548177;"gender, women, girl, boi, femal"
27;"women'";0,00679977776038205;"gender, women, girl, boi, femal"
27;"posit";0,00658860681750379;"gender, women, girl, boi, femal"
27;"relat";0,00555386919740032;"gender, women, girl, boi, femal"
28;"inclus";0,177597493649559;"inclus, educ, disabl, school, practic"
28;"educ";0,0876068805375586;"inclus, educ, disabl, school, practic"
28;"disabl";0,0586310394229891;"inclus, educ, disabl, school, practic"
28;"school";0,0247764867823093;"inclus, educ, disabl, school, practic"
28;"practic";0,02084881522458;"inclus, educ, disabl, school, practic"
28;"special";0,0179956953194369;"inclus, educ, disabl, school, practic"
28;"need";0,0173781368984103;"inclus, educ, disabl, school, practic"
28;"exclus";0,0173040298878871;"inclus, educ, disabl, school, practic"
28;"divers";0,0145126658248467;"inclus, educ, disabl, school, practic"
28;"support";0,0120918368144224;"inclus, educ, disabl, school, practic"
28;"social";0,0105973454355379;"inclus, educ, disabl, school, practic"
28;"particip";0,0102144592145014;"inclus, educ, disabl, school, practic"
28;"children";0,0100785963618756;"inclus, educ, disabl, school, practic"
28;"right";0,00989332883556756;"inclus, educ, disabl, school, practic"
28;"develop";0,00978216831978277;"inclus, educ, disabl, school, practic"
28;"system";0,00895464003560708;"inclus, educ, disabl, school, practic"
28;"student";0,00871996783561696;"inclus, educ, disabl, school, practic"
28;"polici";0,00854705147772951;"inclus, educ, disabl, school, practic"
28;"includ";0,00754660683566637;"inclus, educ, disabl, school, practic"
28;"barrier";0,00739839281461998;"inclus, educ, disabl, school, practic"
29;"measur";0,0380009821393685;"measur, scale, item, model, instrument"
29;"scale";0,0278037328720557;"measur, scale, item, model, instrument"
29;"item";0,0237423957042347;"measur, scale, item, model, instrument"
29;"model";0,0213055934035421;"measur, scale, item, model, instrument"
29;"instrument";0,0177821089957838;"measur, scale, item, model, instrument"
29;"questionnair";0,017628436778623;"measur, scale, item, model, instrument"
29;"analysi";0,0171235137793804;"measur, scale, item, model, instrument"
29;"valid";0,0147086646525679;"measur, scale, item, model, instrument"
29;"variabl";0,0130731531984994;"measur, scale, item, model, instrument"
29;"sampl";0,012612136547017;"measur, scale, item, model, instrument"
29;"level";0,0123377218735156;"measur, scale, item, model, instrument"
29;"group";0,0113717822227906;"measur, scale, item, model, instrument"
29;"statist";0,01125103976645;"measur, scale, item, model, instrument"
29;"factor";0,0108558826366079;"measur, scale, item, model, instrument"
29;"survei";0,0106253743108667;"measur, scale, item, model, instrument"
29;"score";0,0104387723328858;"measur, scale, item, model, instrument"
29;"indic";0,00959357513850139;"measur, scale, item, model, instrument"
29;"respons";0,00861665890083633;"measur, scale, item, model, instrument"
29;"compar";0,00807880614077354;"measur, scale, item, model, instrument"
29;"reliabl";0,00772755535869172;"measur, scale, item, model, instrument"
30;"children";0,209953101853996;"children, earli, children', child, childhood"
30;"earli";0,0570025781992472;"children, earli, children', child, childhood"
30;"children'";0,053174481413404;"children, earli, children', child, childhood"
30;"child";0,0510220798243827;"children, earli, children', child, childhood"
30;"childhood";0,0452004835802512;"children, earli, children', child, childhood"
30;"preschool";0,0346696060071201;"children, earli, children', child, childhood"
30;"year";0,0264066952089981;"children, earli, children', child, childhood"
30;"develop";0,0210184684123206;"children, earli, children', child, childhood"
30;"kindergarten";0,016901458661508;"children, earli, children', child, childhood"
30;"plai";0,0164103066210602;"children, earli, children', child, childhood"
30;"young";0,0135934052126095;"children, earli, children', child, childhood"
30;"adult";0,0120477208500237;"children, earli, children', child, childhood"
30;"activ";0,0119610469605329;"children, earli, children', child, childhood"
30;"environ";0,0118021448297998;"children, earli, children', child, childhood"
30;"import";0,011310992789352;"children, earli, children', child, childhood"
30;"care";0,00938972157230613;"children, earli, children', child, childhood"
30;"experi";0,00869633045637981;"children, earli, children', child, childhood"
30;"old";0,00821962406418046;"children, earli, children', child, childhood"
30;"pre";0,00681839618407934;"children, earli, children', child, childhood"
30;"interact";0,00680395053583087;"children, earli, children', child, childhood"
31;"school";0,5851518780684;"school, teacher, student, improv, develop"
31;"teacher";0,0208160831795853;"school, teacher, student, improv, develop"
31;"student";0,019727052313339;"school, teacher, student, improv, develop"
31;"improv";0,0175593623033821;"school, teacher, student, improv, develop"
31;"develop";0,015464274351175;"school, teacher, student, improv, develop"
31;"secondari";0,0105377061467276;"school, teacher, student, improv, develop"
31;"staff";0,00890934570862608;"school, teacher, student, improv, develop"
31;"support";0,00795514723534363;"school, teacher, student, improv, develop"
31;"dai";0,00771659761702302;"school, teacher, student, improv, develop"
31;"system";0,00745730455363106;"school, teacher, student, improv, develop"
31;"relat";0,00628529990709936;"school, teacher, student, improv, develop"
31;"cultur";0,00588080272820789;"school, teacher, student, improv, develop"
31;"level";0,00559039449720889;"school, teacher, student, improv, develop"
31;"climat";0,00540370349156667;"school, teacher, student, improv, develop"
31;"parent";0,0053414731563526;"school, teacher, student, improv, develop"
31;"strategi";0,00523775593099581;"school, teacher, student, improv, develop"
31;"question";0,00486437391971137;"school, teacher, student, improv, develop"
31;"primari";0,00482288702956866;"school, teacher, student, improv, develop"
31;"environ";0,00473991324928323;"school, teacher, student, improv, develop"
31;"context";0,00463619602392644;"school, teacher, student, improv, develop"
32;"world";0,0150189219058849;"world, possibl, mean, becom, subject"
32;"possibl";0,0126240680569464;"world, possibl, mean, becom, subject"
32;"mean";0,0116401358554445;"world, possibl, mean, becom, subject"
32;"becom";0,0108047217220938;"world, possibl, mean, becom, subject"
32;"subject";0,00924528200650594;"world, possibl, mean, becom, subject"
32;"human";0,00878116304353336;"world, possibl, mean, becom, subject"
32;"make";0,0082149379087068;"world, possibl, mean, becom, subject"
32;"argu";0,00812211411611228;"world, possibl, mean, becom, subject"
32;"think";0,00799216080647996;"world, possibl, mean, becom, subject"
32;"open";0,00730526474128052;"world, possibl, mean, becom, subject"
32;"form";0,00707320525979423;"world, possibl, mean, becom, subject"
32;"sens";0,00627492064348137;"world, possibl, mean, becom, subject"
32;"idea";0,00595003736940056;"world, possibl, mean, becom, subject"
32;"imagin";0,00582008405976824;"world, possibl, mean, becom, subject"
32;"notion";0,00567156599161701;"world, possibl, mean, becom, subject"
32;"take";0,0056530012330981;"world, possibl, mean, becom, subject"
32;"question";0,00545807126864962;"world, possibl, mean, becom, subject"
32;"relat";0,00541165937235236;"world, possibl, mean, becom, subject"
32;"order";0,00540237699309291;"world, possibl, mean, becom, subject"
32;"life";0,00532811795901729;"world, possibl, mean, becom, subject"
33;"school";0,109159464118158;"school, educ, secondari, transit, upper"
33;"educ";0,0981952226794431;"school, educ, secondari, transit, upper"
33;"secondari";0,0871182797868798;"school, educ, secondari, transit, upper"
33;"transit";0,0813705056405933;"school, educ, secondari, transit, upper"
33;"upper";0,0310573566009707;"school, educ, secondari, transit, upper"
33;"choic";0,0198355118391733;"school, educ, secondari, transit, upper"
33;"student";0,0195618083083977;"school, educ, secondari, transit, upper"
33;"track";0,0179678877468225;"school, educ, secondari, transit, upper"
33;"system";0,0171306769468032;"school, educ, secondari, transit, upper"
33;"year";0,0170823763237251;"school, educ, secondari, transit, upper"
33;"lower";0,0136852325005698;"school, educ, secondari, transit, upper"
33;"level";0,0123489152620774;"school, educ, secondari, transit, upper"
33;"vocat";0,0111413996851265;"school, educ, secondari, transit, upper"
33;"compulsori";0,0103363893004925;"school, educ, secondari, transit, upper"
33;"trajectori";0,00838826416967835;"school, educ, secondari, transit, upper"
33;"career";0,0076476546158151;"school, educ, secondari, transit, upper"
33;"process";0,00740615150042492;"school, educ, secondari, transit, upper"
33;"gener";0,00708414734657133;"school, educ, secondari, transit, upper"
33;"pathwai";0,00701974651580061;"school, educ, secondari, transit, upper"
33;"primari";0,0064884396619422;"school, educ, secondari, transit, upper"
34;"public";0,0673723188166201;"public, educ, market, privat, choic"
34;"educ";0,0483397313131386;"public, educ, market, privat, choic"
34;"market";0,0407885909052532;"public, educ, market, privat, choic"
34;"privat";0,0394114361997167;"public, educ, market, privat, choic"
34;"choic";0,0240615770099169;"public, educ, market, privat, choic"
34;"sector";0,01914095682609;"public, educ, market, privat, choic"
34;"system";0,0183208534621188;"public, educ, market, privat, choic"
34;"competit";0,0182589588686116;"public, educ, market, privat, choic"
34;"state";0,017640012933539;"public, educ, market, privat, choic"
34;"fund";0,0174388555046404;"public, educ, market, privat, choic"
34;"polici";0,0169282251082055;"public, educ, market, privat, choic"
34;"govern";0,0164640156569011;"public, educ, market, privat, choic"
34;"servic";0,0124408670789294;"public, educ, market, privat, choic"
34;"increas";0,0108161339993639;"public, educ, market, privat, choic"
34;"busi";0,0106149765704653;"public, educ, market, privat, choic"
34;"free";0,00988771509675505;"public, educ, market, privat, choic"
34;"econom";0,00753572054347928;"public, educ, market, privat, choic"
34;"provid";0,00643709150872547;"public, educ, market, privat, choic"
34;"reform";0,00625140772820369;"public, educ, market, privat, choic"
34;"countri";0,00569435638663838;"public, educ, market, privat, choic"
35;"train";0,10631705833252;"train, programm, intervent, develop, support"
35;"programm";0,0896284402701338;"train, programm, intervent, develop, support"
35;"intervent";0,032126898115118;"train, programm, intervent, develop, support"
35;"develop";0,03176011530056;"train, programm, intervent, develop, support"
35;"support";0,031510036108816;"train, programm, intervent, develop, support"
35;"traine";0,0181558072696836;"train, programm, intervent, develop, support"
35;"coach";0,0175389452633816;"train, programm, intervent, develop, support"
35;"tutor";0,0166720040653355;"train, programm, intervent, develop, support"
35;"provid";0,0155049678371966;"train, programm, intervent, develop, support"
35;"guidanc";0,0152882325376851;"train, programm, intervent, develop, support"
35;"profession";0,0147380583158482;"train, programm, intervent, develop, support"
35;"need";0,0144713071779879;"train, programm, intervent, develop, support"
35;"evalu";0,0139378049022672;"train, programm, intervent, develop, support"
35;"particip";0,013921132956151;"train, programm, intervent, develop, support"
35;"servic";0,0122706102906402;"train, programm, intervent, develop, support"
35;"initi";0,0115703885537569;"train, programm, intervent, develop, support"
35;"implement";0,0112869654697803;"train, programm, intervent, develop, support"
35;"practic";0,0105700717867807;"train, programm, intervent, develop, support"
35;"skill";0,0101699450799902;"train, programm, intervent, develop, support"
35;"aim";0,00950306723533939;"train, programm, intervent, develop, support"
35;"counsel";0,00950306723533939;"train, programm, intervent, develop, support"
36;"educ";0,0720227857548388;"educ, finnish, finland, care, nurs"
36;"finnish";0,0599859932189704;"educ, finnish, finland, care, nurs"
36;"finland";0,0533844616636496;"educ, finnish, finland, care, nurs"
36;"care";0,051602048143713;"educ, finnish, finland, care, nurs"
36;"nurs";0,0259000852883305;"educ, finnish, finland, care, nurs"
36;"practic";0,0178022065804703;"educ, finnish, finland, care, nurs"
36;"kind";0,0148095122753915;"educ, finnish, finland, care, nurs"
36;"life";0,0142813897509658;"educ, finnish, finland, care, nurs"
36;"health";0,0137532672265402;"educ, finnish, finland, care, nurs"
36;"profession";0,0122789251791852;"educ, finnish, finland, care, nurs"
36;"present";0,0110906494992274;"educ, finnish, finland, care, nurs"
36;"aim";0,0106725525007238;"educ, finnish, finland, care, nurs"
36;"medic";0,0106505473955394;"educ, finnish, finland, care, nurs"
36;"comprehens";0,00922021555855321;"educ, finnish, finland, care, nurs"
36;"welfar";0,00900016450670918;"educ, finnish, finland, care, nurs"
36;"hospit";0,00873610324449634;"educ, finnish, finland, care, nurs"
36;"basic";0,00864808282375873;"educ, finnish, finland, care, nurs"
36;"see";0,00822998582525508;"educ, finnish, finland, care, nurs"
36;"accord";0,00783389393193583;"educ, finnish, finland, care, nurs"
36;"part";0,007569832669723;"educ, finnish, finland, care, nurs"
37;"student";0,18960574229262;"student, cours, univers, year, colleg"
37;"cours";0,0736655058111474;"student, cours, univers, year, colleg"
37;"univers";0,0642037732627875;"student, cours, univers, year, colleg"
37;"year";0,0261589506238917;"student, cours, univers, year, colleg"
37;"colleg";0,0195295537011192;"student, cours, univers, year, colleg"
37;"experi";0,0179093093039491;"student, cours, univers, year, colleg"
37;"degre";0,0175258926908783;"student, cours, univers, year, colleg"
37;"educ";0,0171424760778075;"student, cours, univers, year, colleg"
37;"lectur";0,0154851268471144;"student, cours, univers, year, colleg"
37;"graduat";0,0135927803374424;"student, cours, univers, year, colleg"
37;"programm";0,0129743664453927;"student, cours, univers, year, colleg"
37;"undergradu";0,0123188477198201;"student, cours, univers, year, colleg"
37;"higher";0,0113417537703816;"student, cours, univers, year, colleg"
37;"master";0,0104017646544661;"student, cours, univers, year, colleg"
37;"modul";0,00967203626184747;"student, cours, univers, year, colleg"
37;"group";0,00961019487264251;"student, cours, univers, year, colleg"
37;"subject";0,00927625137093569;"student, cours, univers, year, colleg"
37;"exam";0,00875678370161396;"student, cours, univers, year, colleg"
37;"part";0,00802705530899535;"student, cours, univers, year, colleg"
37;"academ";0,00801468703115435;"student, cours, univers, year, colleg"
38;"strong";0,588496909625402;"strong, question, framework, theoret, object"
38;"question";0,0327425197361283;"strong, question, framework, theoret, object"
38;"framework";0,0275137981166226;"strong, question, framework, theoret, object"
38;"theoret";0,0242703130478384;"strong, question, framework, theoret, object"
38;"object";0,0239068190315091;"strong, question, framework, theoret, object"
38;"center";0,0138128698088271;"strong, question, framework, theoret, object"
38;"educ";0,0113243338508805;"strong, question, framework, theoret, object"
38;"gener";0,0092831751438008;"strong, question, framework, theoret, object"
38;"introduct";0,00919929190926327;"strong, question, framework, theoret, object"
38;"purpos";0,00872395358021731;"strong, question, framework, theoret, object"
38;"align";0,00872395358021731;"strong, question, framework, theoret, object"
38;"understand";0,00777327692212537;"strong, question, framework, theoret, object"
38;"follow";0,0077453158439462;"strong, question, framework, theoret, object"
38;"topic";0,00679463918585427;"strong, question, framework, theoret, object"
38;"sub";0,00662687271677921;"strong, question, framework, theoret, object"
38;"theori";0,00651502840406252;"strong, question, framework, theoret, object"
38;"explor";0,00562027390232893;"strong, question, framework, theoret, object"
38;"type";0,00542454635507471;"strong, question, framework, theoret, object"
38;"examin";0,00539658527689553;"strong, question, framework, theoret, object"
38;"conceptu";0,00522881880782048;"strong, question, framework, theoret, object"
39;"teacher";0,445543857408331;"teacher, teach, student, educ, practic"
39;"teach";0,133340115013235;"teacher, teach, student, educ, practic"
39;"student";0,0289193762905823;"teacher, teach, student, educ, practic"
39;"educ";0,0272902470923531;"teacher, teach, student, educ, practic"
39;"practic";0,027023327619197;"teacher, teach, student, educ, practic"
39;"school";0,0146898071354284;"teacher, teach, student, educ, practic"
39;"classroom";0,0137233745602078;"teacher, teach, student, educ, practic"
39;"subject";0,0121586742003267;"teacher, teach, student, educ, practic"
39;"train";0,00994048133720113;"teacher, teach, student, educ, practic"
39;"profession";0,00979321542097704;"teacher, teach, student, educ, practic"
39;"question";0,00847702629472413;"teacher, teach, student, educ, practic"
39;"experi";0,00746457312068342;"teacher, teach, student, educ, practic"
39;"teacher'";0,00727128660563929;"teacher, teach, student, educ, practic"
39;"import";0,00711481656965118;"teacher, teach, student, educ, practic"
39;"profess";0,00702277537201112;"teacher, teach, student, educ, practic"
39;"qualiti";0,00659938586286682;"teacher, teach, student, educ, practic"
39;"view";0,00646132406640673;"teacher, teach, student, educ, practic"
39;"percept";0,00642450758735071;"teacher, teach, student, educ, practic"
39;"understand";0,00608395515608247;"teacher, teach, student, educ, practic"
39;"pedagog";0,00570658624575821;"teacher, teach, student, educ, practic"
40;"concept";0,0764226771302483;"concept, relat, understand, term, conceptu"
40;"relat";0,0217737242410995;"concept, relat, understand, term, conceptu"
40;"understand";0,0194894510054721;"concept, relat, understand, term, conceptu"
40;"term";0,0161635491743987;"concept, relat, understand, term, conceptu"
40;"conceptu";0,0145554208165171;"concept, relat, understand, term, conceptu"
40;"framework";0,0144183644223794;"concept, relat, understand, term, conceptu"
40;"defin";0,0123990668820848;"concept, relat, understand, term, conceptu"
40;"mean";0,0123076959526597;"concept, relat, understand, term, conceptu"
40;"dimens";0,0121889137444071;"concept, relat, understand, term, conceptu"
40;"theoret";0,012060994443212;"concept, relat, understand, term, conceptu"
40;"describ";0,0109919545689384;"concept, relat, understand, term, conceptu"
40;"refer";0,0108457610818582;"concept, relat, understand, term, conceptu"
40;"aspect";0,0105442370147554;"concept, relat, understand, term, conceptu"
40;"definit";0,00976758411464212;"concept, relat, understand, term, conceptu"
40;"structur";0,00969448737110205;"concept, relat, understand, term, conceptu"
40;"question";0,00950260841930934;"concept, relat, understand, term, conceptu"
40;"perspect";0,00869854424036851;"concept, relat, understand, term, conceptu"
40;"analysi";0,00823255250030054;"concept, relat, understand, term, conceptu"
40;"context";0,00799498808379529;"concept, relat, understand, term, conceptu"
40;"specif";0,00792189134025522;"concept, relat, understand, term, conceptu"
41;"knowledg";0,260003687634547;"knowledg, scientif, content, subject, understand"
41;"scientif";0,038427561086519;"knowledg, scientif, content, subject, understand"
41;"content";0,0277344608679739;"knowledg, scientif, content, subject, understand"
41;"subject";0,024573361898258;"knowledg, scientif, content, subject, understand"
41;"understand";0,016104738732476;"knowledg, scientif, content, subject, understand"
41;"pedagog";0,0145697194796921;"knowledg, scientif, content, subject, understand"
41;"concept";0,012969657038231;"knowledg, scientif, content, subject, understand"
41;"know";0,0121110869476909;"knowledg, scientif, content, subject, understand"
41;"specif";0,0111224304797962;"knowledg, scientif, content, subject, understand"
41;"natur";0,00989961853266328;"knowledg, scientif, content, subject, understand"
41;"construct";0,00927520392136138;"knowledg, scientif, content, subject, understand"
41;"relat";0,00908007435532954;"knowledg, scientif, content, subject, understand"
41;"practic";0,0090020225289168;"knowledg, scientif, content, subject, understand"
41;"product";0,00874184977420767;"knowledg, scientif, content, subject, understand"
41;"gener";0,00844265110629217;"knowledg, scientif, content, subject, understand"
41;"pck";0,00828654745346669;"knowledg, scientif, content, subject, understand"
41;"question";0,00822150426478941;"knowledg, scientif, content, subject, understand"
41;"process";0,00796133151008029;"knowledg, scientif, content, subject, understand"
41;"matter";0,00750602918933932;"knowledg, scientif, content, subject, understand"
41;"form";0,00737594281198475;"knowledg, scientif, content, subject, understand"
42;"sup";0,0734882874501762;"sup, educ, histori, centuri, histor"
42;"educ";0,054316693908704;"sup, educ, histori, centuri, histor"
42;"histori";0,0511012598251027;"sup, educ, histori, centuri, histor"
42;"centuri";0,0388618655713946;"sup, educ, histori, centuri, histor"
42;"histor";0,0245998595554212;"sup, educ, histori, centuri, histor"
42;"period";0,0115133885807643;"sup, educ, histori, centuri, histor"
42;"nation";0,0102341298593315;"sup, educ, histori, centuri, histor"
42;"year";0,0101649807392541;"sup, educ, histori, centuri, histor"
42;"state";0,00955992593857643;"sup, educ, histori, centuri, histor"
42;"develop";0,00855726369745344;"sup, educ, histori, centuri, histor"
42;"past";0,00796949617679514;"sup, educ, histori, centuri, histor"
42;"school";0,00786577249667897;"sup, educ, histori, centuri, histor"
42;"institut";0,00758917601636919;"sup, educ, histori, centuri, histor"
42;"modern";0,00752002689629174;"sup, educ, histori, centuri, histor"
42;"world";0,00739901593615621;"sup, educ, histori, centuri, histor"
42;"begin";0,0073125795360594;"sup, educ, histori, centuri, histor"
42;"movement";0,00707055761578834;"sup, educ, histori, centuri, histor"
42;"sourc";0,00681124841549791;"sup, educ, histori, centuri, histor"
42;"sinc";0,0067248120154011;"sup, educ, histori, centuri, histor"
42;"present";0,0067248120154011;"sup, educ, histori, centuri, histor"
43;"program";0,129009480753909;"program, educ, turkei, turkish, develop"
43;"educ";0,0633999606580144;"program, educ, turkei, turkish, develop"
43;"turkei";0,0302269323374622;"program, educ, turkei, turkish, develop"
43;"turkish";0,0197565598810406;"program, educ, turkei, turkish, develop"
43;"develop";0,0160594352619455;"program, educ, turkei, turkish, develop"
43;"state";0,01149579706025;"program, educ, turkei, turkish, develop"
43;"need";0,0111636335202532;"program, educ, turkei, turkish, develop"
43;"center";0,0103115618306961;"program, educ, turkei, turkish, develop"
43;"student";0,0101527010072194;"program, educ, turkei, turkish, develop"
43;"import";0,00980609557417922;"program, educ, turkei, turkish, develop"
43;"improv";0,00974832800200586;"program, educ, turkei, turkish, develop"
43;"provid";0,00957502528548578;"program, educ, turkei, turkish, develop"
43;"aim";0,0094739320341824;"program, educ, turkei, turkish, develop"
43;"implement";0,00945949014113906;"program, educ, turkei, turkish, develop"
43;"problem";0,00872295359592871;"program, educ, turkei, turkish, develop"
43;"accord";0,0085352089863653;"program, educ, turkei, turkish, develop"
43;"purpos";0,00798641705071837;"program, educ, turkei, turkish, develop"
43;"year";0,00788532379941499;"program, educ, turkei, turkish, develop"
43;"countri";0,00776978865506827;"program, educ, turkei, turkish, develop"
43;"examin";0,00726432239855136;"program, educ, turkei, turkish, develop"
44;"digit";0,101674374092471;"digit, media, technologi, inform, mobil"
44;"media";0,0955920526362527;"digit, media, technologi, inform, mobil"
44;"technologi";0,0378210575684624;"digit, media, technologi, inform, mobil"
44;"inform";0,0281778133687853;"digit, media, technologi, inform, mobil"
44;"mobil";0,0275142873917433;"digit, media, technologi, inform, mobil"
44;"internet";0,0256342971234577;"digit, media, technologi, inform, mobil"
44;"devic";0,0153496444793067;"digit, media, technologi, inform, mobil"
44;"social";0,0141774152531991;"digit, media, technologi, inform, mobil"
44;"commun";0,0140225925252226;"digit, media, technologi, inform, mobil"
44;"onlin";0,0136687120041336;"digit, media, technologi, inform, mobil"
44;"video";0,00926732302308832;"digit, media, technologi, inform, mobil"
44;"gener";0,00909038276254378;"digit, media, technologi, inform, mobil"
44;"tool";0,00869226717631858;"digit, media, technologi, inform, mobil"
44;"access";0,00853744444834212;"digit, media, technologi, inform, mobil"
